BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201704,25,1510,201704,25,1510,115918,696506,PUERTO RICO,99,2017,April,Heavy Rain,C,3,AGUADA,SJU,25-APR-17 15:10:00,AST-4,25-APR-17 15:10:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,17.85,N,AGUADA,17.87,N,AGUADA,18.3781,-67.1835,18.3766,-67.2036,Daytime heating combined with low level moisture produced scattered showers with thunderstorms across the northwest section of Puerto Rico.,A weather observer reported 1.80 inches of rainfall.,CSV
201702,4,2020,201702,4,2130,113376,678391,PUERTO RICO,99,2017,February,Flood,C,65,HATILLO,SJU,04-FEB-17 20:20:00,AST-4,04-FEB-17 21:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.91,NNW,HATILLO,1.93,NNW,HATILLO,18.4464,-66.8087,18.4577,-66.8132,"An upper disturbance located to the north of the region in combination with a surge of moisture within the prevailing trades produced locally and diurnally induced afternoon showers across portions of interior and western PR. During the late afternoon through early evening hours, the shower activity then became focused across the municipalities of North Central PR.",PR-130 and PR-492 were reported flooded.,CSV
201702,4,2112,201702,4,2130,113376,681238,PUERTO RICO,99,2017,February,Flash Flood,C,65,HATILLO,SJU,04-FEB-17 21:12:00,AST-4,04-FEB-17 21:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,4.02,N,HATILLO,3.97,N,HATILLO,18.4779,-66.8058,18.4764,-66.8049,"An upper disturbance located to the north of the region in combination with a surge of moisture within the prevailing trades produced locally and diurnally induced afternoon showers across portions of interior and western PR. During the late afternoon through early evening hours, the shower activity then became focused across the municipalities of North Central PR.",Flash flooding was reported at Elena Delgado street due to Quebrada Los Rosas out of its banks. A car was swept away into the water.,CSV
201702,4,2141,201702,4,2306,113376,681254,PUERTO RICO,99,2017,February,Flash Flood,C,65,HATILLO,SJU,04-FEB-17 21:41:00,AST-4,04-FEB-17 23:06:00,0,0,0,0,1000.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,4.04,NNE,HATILLO,3.92,NNE,HATILLO,18.4739,-66.7761,18.4736,-66.7696,"An upper disturbance located to the north of the region in combination with a surge of moisture within the prevailing trades produced locally and diurnally induced afternoon showers across portions of interior and western PR. During the late afternoon through early evening hours, the shower activity then became focused across the municipalities of North Central PR.",The proximity of a subtropical jet induced an upper level short wave trough. These features combined with a surge of surface moisture and local effects to produced  widespread showers across the interior and northern sections of Puerto Rico.,CSV
201702,4,1800,201702,4,1930,113376,681464,PUERTO RICO,99,2017,February,Heavy Rain,C,65,HATILLO,SJU,04-FEB-17 18:00:00,AST-4,04-FEB-17 19:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,0,N,HATILLO,0,N,HATILLO,18.42,-66.8,18.42,-66.8,"An upper disturbance located to the north of the region in combination with a surge of moisture within the prevailing trades produced locally and diurnally induced afternoon showers across portions of interior and western PR. During the late afternoon through early evening hours, the shower activity then became focused across the municipalities of North Central PR.",Emergency managers reported 4.59 inches of rain in Hatillo.,CSV
201706,14,1624,201706,14,1645,117892,709379,PUERTO RICO,99,2017,June,Flood,C,33,CATANO,SJU,14-JUN-17 16:24:00,AST-4,14-JUN-17 16:45:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,2.08,WNW,CATANO,1.98,WNW,CATANO,18.438,-66.1507,18.4396,-66.143,Upper level trough with associated strong upper level divergence provided strong dynamics and lifting mechanism to resulting in showers and thunderstorms developing over the area.,Urban flooding was reported at Palmas sector.,CSV
201706,30,1305,201706,30,1315,118266,710748,PUERTO RICO,99,2017,June,Thunderstorm Wind,C,131,SAN SEBASTIAN,SJU,30-JUN-17 13:05:00,AST-4,30-JUN-17 13:15:00,0,0,0,0,1.00K,0.00K,Emergency Manager,35.00,EG,,,,,,,,,,0,N,SAN SEBASTIAN,3.97,W,SAN SEBASTIAN,18.32,-66.97,18.324,-67.0303,"A tropical wave, combined with an upper level trough to our west brought scattered to numerous showers with strong thunderstorms across the western interior and northwest sections of Puerto Rico.",Fallen tree was reported at Barrio Cibao.,CSV
201708,20,1821,201708,20,1821,120238,720378,PUERTO RICO,99,2017,August,Heavy Rain,C,97,MAYAGUEZ,SJU,20-AUG-17 18:21:00,AST-4,20-AUG-17 18:21:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,3.64,NW,MAYAGUEZ,3.58,NW,MAYAGUEZ,18.236,-67.1605,18.2348,-67.1604,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,"Mudslide reported along Road PR-2 in direction towards Anasco, before the Mayaguez Veteran's Affairs Outpatient Clinic.",CSV
201708,20,1542,201708,20,1645,120238,720412,PUERTO RICO,99,2017,August,Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 15:42:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.34,SW,MAYAGUEZ,2.43,SW,MAYAGUEZ,18.1803,-67.149,18.1783,-67.1493,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported behind Leonardo's store and across from Centro Medico.,CSV
201708,20,1546,201708,20,1546,120238,720380,PUERTO RICO,99,2017,August,Heavy Rain,C,97,MAYAGUEZ,SJU,20-AUG-17 15:46:00,AST-4,20-AUG-17 15:46:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.24,S,MAYAGUEZ,1.77,SSW,MAYAGUEZ,18.1676,-67.1217,18.1756,-67.1284,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,"Mudslide reported along Road PR-348 KM 5.2 in Barrio Quebrada Grande, Sector La Clemencia.",CSV
201708,20,1457,201708,20,1457,120238,720430,PUERTO RICO,99,2017,August,Heavy Rain,C,25,CAGUAS,SJU,20-AUG-17 14:57:00,AST-4,20-AUG-17 14:57:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.98,WSW,CAGUAS,1.74,WSW,CAGUAS,18.1884,-66.0577,18.1941,-66.0558,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Landslide reported along Road PR-1 after Rancho de los Trovadores restaurant.,CSV
201708,20,1449,201708,20,1745,120238,720433,PUERTO RICO,99,2017,August,Flash Flood,C,15,ARROYO,SJU,20-AUG-17 14:49:00,AST-4,20-AUG-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,.96,NW,ARROYO,.7,NW,ARROYO,17.9891,-66.061,17.988,-66.0611,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported along residences in Calle Amatista in the Urbanization of Las 500.,CSV
201708,20,1458,201708,20,1745,120238,720425,PUERTO RICO,99,2017,August,Flash Flood,C,109,PATILLAS,SJU,20-AUG-17 14:58:00,AST-4,20-AUG-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.79,WSW,PATILLAS,1.91,WSW,PATILLAS,18.0139,-66.0265,18.0145,-66.0209,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in a residence in the Urbanization of Valles de Patillas.,CSV
201704,17,830,201704,17,915,115705,696265,PUERTO RICO,99,2017,April,Flash Flood,C,31,CAROLINA,SJU,17-APR-17 08:30:00,AST-4,17-APR-17 09:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,5.75,NW,CAROLINA,5.72,NW,CAROLINA,18.4276,-66.0133,18.4276,-66.0039,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.","Emergency managers reported that in Urbanization Los Angeles, street Estrella del Norte was impassable due to flood waters.",CSV
201704,17,830,201704,17,915,115705,696261,PUERTO RICO,99,2017,April,Flash Flood,C,31,CAROLINA,SJU,17-APR-17 08:30:00,AST-4,17-APR-17 09:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.97,NNW,CAROLINA,1.94,NNW,CAROLINA,18.3943,-65.9658,18.3943,-65.9655,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Emergency managers reported that Avenida Roberto Clemente near Panaderia Fernandez was impassable due to flood waters.,CSV
201704,17,830,201704,17,915,115705,696260,PUERTO RICO,99,2017,April,Flash Flood,C,31,CAROLINA,SJU,17-APR-17 08:30:00,AST-4,17-APR-17 09:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,4.65,NW,CAROLINA,4.63,NW,CAROLINA,18.4187,-65.999,18.4191,-65.9982,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Emergency manager reported Ave. Iturregui near Cuartel Carolina Oeste impassable due to flood waters.,CSV
201704,17,1500,201704,17,1945,115705,696266,PUERTO RICO,99,2017,April,Flash Flood,C,119,RIO GRANDE,SJU,17-APR-17 15:00:00,AST-4,17-APR-17 19:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.21,E,RIO GRANDE,2.11,E,RIO GRANDE,18.348,-65.7664,18.3485,-65.7618,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Emergency managers reported road 191 impassable near Urbanization La Vega due to the flood waters of Rio Mameyes.,CSV
201704,17,1630,201704,17,1800,115705,696283,PUERTO RICO,99,2017,April,Flood,C,79,LAJAS,SJU,17-APR-17 16:30:00,AST-4,17-APR-17 18:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,5.51,WNW,LAJAS,5.78,NW,LAJAS,18.0294,-67.1079,18.0361,-67.0767,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Road PR-306 was reported flooded.,CSV
201704,17,1630,201704,18,2015,115705,696285,PUERTO RICO,99,2017,April,Flash Flood,C,143,VEGA ALTA,SJU,17-APR-17 16:30:00,AST-4,18-APR-17 20:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.41,SSW,VEGA ALTA,1.44,SSW,VEGA ALTA,18.4025,-66.3411,18.3827,-66.3474,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Cibuco River was reported out of its banks at Road PR-647 in sector Candelaria.,CSV
201704,17,1717,201704,17,1945,115705,696290,PUERTO RICO,99,2017,April,Flash Flood,C,53,FAJARDO,SJU,17-APR-17 17:17:00,AST-4,17-APR-17 19:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,.39,W,FAJARDO,.49,NW,FAJARDO,18.3195,-65.656,18.3214,-65.6516,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Rio Fajardo was reported out of its banks at Road PR-3.,CSV
201704,11,1640,201704,11,2000,114767,688401,PUERTO RICO,99,2017,April,Flash Flood,C,131,SAN SEBASTIAN,SJU,11-APR-17 16:40:00,AST-4,11-APR-17 20:00:00,0,0,1,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.49,ENE,SAN SEBASTIAN,3.25,ENE,SAN SEBASTIAN,18.3301,-66.9178,18.3298,-66.9289,Unsettled weather conditions continued prevailing across the forecast area under trofiness and plenty of low level moisture.,Two minors were swept away by flood waters of Rio Saltillos in Barrio Eneas in San Sebastian.,CSV
201704,14,1423,201704,16,1800,114797,688552,PUERTO RICO,99,2017,April,Heavy Rain,C,141,UTUADO,SJU,14-APR-17 14:23:00,AST-4,16-APR-17 18:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,3.24,N,UTUADO,3.54,SSW,UTUADO,18.3168,-66.6959,18.2225,-66.7203,Scattered showers developed across the interior section of PR. Rainfall amounts were from between up to two inches in localized areas.,Heavy rains caused mudslide/debris flow on PR-10. The road was closed and the families were stranded due to washed out roads. No fatalities reported.,CSV
201704,17,1519,201704,17,1945,115705,696270,PUERTO RICO,99,2017,April,Flash Flood,C,119,RIO GRANDE,SJU,17-APR-17 15:19:00,AST-4,17-APR-17 19:45:00,0,0,0,0,0.00K,0.00K,Park/Forest Service,,,Heavy Rain,,,,,,,,,4.16,SSW,RIO GRANDE,2.16,SSE,RIO GRANDE,18.2913,-65.8145,18.2811,-65.7679,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Forestry service in El Yunque indicated that they have begun to extract public and personnel for safety measures as Rio Mameyes and Espiritu Santo were out of its banks.,CSV
201704,17,1630,201704,17,1915,115705,696272,PUERTO RICO,99,2017,April,Flash Flood,C,103,NAGUABO,SJU,17-APR-17 16:30:00,AST-4,17-APR-17 19:15:00,0,0,0,0,0.50K,0.50K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.76,W,NAGUABO,2.84,W,NAGUABO,18.2124,-65.7714,18.2195,-65.783,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.",Rio Blanco was reported out of its banks at Road PR-31 and Sector Pitina.,CSV
201704,17,2119,201704,17,2119,115705,696503,PUERTO RICO,99,2017,April,Flood,C,143,VEGA ALTA,SJU,17-APR-17 21:19:00,AST-4,17-APR-17 21:19:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,.36,SSW,VEGA ALTA,1.2,N,VEGA ALTA,18.4151,-66.332,18.4224,-66.3305,"Moist flow from south pushing against a frontal boundary extending out of a low pressure in the central Atlantic produced copious rainfall for much of Puerto Rico and St. Croix, USVI. A flash flood watch was in effect for the local area.","Rio Cibuco was reported out of its banks at PR-2,PR-160 and At Barrio Arenales.",CSV
201706,14,1500,201706,14,1715,117892,708505,PUERTO RICO,99,2017,June,Flash Flood,C,61,GUAYNABO,SJU,14-JUN-17 15:00:00,AST-4,14-JUN-17 17:15:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,7.68,NW,GUAYNABO,7.23,NW,GUAYNABO,18.4109,-66.1103,18.4079,-66.1142,Upper level trough with associated strong upper level divergence provided strong dynamics and lifting mechanism to resulting in showers and thunderstorms developing over the area.,The police reported road closures due to flash flooding in Expreso Martinez Nadal near SanPatricio and in the intersection of Ave. Kennedy and route 2.,CSV
201706,14,1500,201706,14,1715,117892,708507,PUERTO RICO,99,2017,June,Flash Flood,C,61,GUAYNABO,SJU,14-JUN-17 15:00:00,AST-4,14-JUN-17 17:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,6.95,NW,GUAYNABO,6.74,NW,GUAYNABO,18.4012,-66.1049,18.4016,-66.1062,Upper level trough with associated strong upper level divergence provided strong dynamics and lifting mechanism to resulting in showers and thunderstorms developing over the area.,Flooding was reported on Hillside Street in Urb. Summit Hills.,CSV
201706,14,1500,201706,14,1715,117892,708510,PUERTO RICO,99,2017,June,Flash Flood,C,127,SAN JUAN,SJU,14-JUN-17 15:00:00,AST-4,14-JUN-17 17:15:00,0,0,0,0,0.00K,0.00K,Insurance Company,,,Heavy Rain,,,,,,,,,1.74,WNW,SAN JUAN,1.9,WNW,SAN JUAN,18.3923,-66.0731,18.3896,-66.0799,Upper level trough with associated strong upper level divergence provided strong dynamics and lifting mechanism to resulting in showers and thunderstorms developing over the area.,"Several road closures were reported by the police due to flash flooding across Las Americas expressway near Exit 6A to Centro Medico. In Villa Nevares, a small creek was reported out of its banks. Also, in Villa Nevares, flooding on street 10 and in the intersection of street 5 and 18 residences were affected with 3 to 5 feet of water.",CSV
201706,14,1500,201706,14,1715,117892,709391,PUERTO RICO,99,2017,June,Flash Flood,C,127,SAN JUAN,SJU,14-JUN-17 15:00:00,AST-4,14-JUN-17 17:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.58,WNW,SAN JUAN,1.53,WNW,SAN JUAN,18.3905,-66.0715,18.3909,-66.0693,Upper level trough with associated strong upper level divergence provided strong dynamics and lifting mechanism to resulting in showers and thunderstorms developing over the area.,Flooding was reported in Sector Reparto Metropolitano on PR Road 21 near Oso Blanco where 3 lanes were closed due to flood waters.,CSV
201706,30,1305,201706,30,1400,118266,710746,PUERTO RICO,99,2017,June,Thunderstorm Wind,C,99,MOCA,SJU,30-JUN-17 13:05:00,AST-4,30-JUN-17 14:00:00,0,0,0,0,1.00K,0.00K,Emergency Manager,35.00,EG,,,,,,,,,,0,N,MOCA,2.57,W,MOCA,18.38,-67.07,18.3798,-67.1091,"A tropical wave, combined with an upper level trough to our west brought scattered to numerous showers with strong thunderstorms across the western interior and northwest sections of Puerto Rico.",Power line down were reported at barrio Voladoras.,CSV
201706,30,1300,201706,30,1400,118266,710747,PUERTO RICO,99,2017,June,Thunderstorm Wind,C,5,AGUADILLA,SJU,30-JUN-17 13:00:00,AST-4,30-JUN-17 14:00:00,0,0,0,0,5.00K,0.00K,Emergency Manager,35.00,EG,,,,,,,,,,2.27,SW,AGUADILLA,.3,NNW,AGUADILLA,18.4445,-67.1418,18.4742,-67.1212,"A tropical wave, combined with an upper level trough to our west brought scattered to numerous showers with strong thunderstorms across the western interior and northwest sections of Puerto Rico.","Power line down at sector cuesta Nueva, and a fallen tree at Barrio Corralez road PR-459.",CSV
201706,18,1700,201706,18,1815,118267,710752,PUERTO RICO,99,2017,June,Flood,C,131,SAN SEBASTIAN,SJU,18-JUN-17 17:00:00,AST-4,18-JUN-17 18:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.72,NW,SAN SEBASTIAN,2.4,WNW,SAN SEBASTIAN,18.35,-67.0171,18.3431,-67.0179,Available low level moisture combined with daytime heating and local effects produced scattered to numerous showers with thunderstorms across the western interior and northwest sections of Puerto Rico.,Flooding was reported at roads PR-125 and PR-446.,CSV
201706,19,1716,201706,19,1815,118268,710792,PUERTO RICO,99,2017,June,Flash Flood,C,3,AGUADA,SJU,19-JUN-17 17:16:00,AST-4,19-JUN-17 18:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,17.49,N,AGUADA,17.37,N,AGUADA,18.3717,-67.141,18.372,-67.1402,"Tropical wave brought deep tropical moisture across the region. Scattered to numerous showers with thunderstorms affected the western interior and northwest sections of Puerto Rico. Another area of heavy showers affected the east section of Puerto Rico. Rainfall amounts were between three to five inches in San Sebastian, and Aguada and up to three inches were observed in Rio Grande.",Flash flooding occured at Barrio Mamey. A car was stranded in water.,CSV
201706,19,1900,201706,19,1900,118268,710795,PUERTO RICO,99,2017,June,Flash Flood,C,119,RIO GRANDE,SJU,19-JUN-17 19:00:00,AST-4,19-JUN-17 19:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,.42,ENE,RIO GRANDE,1.05,E,RIO GRANDE,18.3516,-65.7938,18.3529,-65.7837,"Tropical wave brought deep tropical moisture across the region. Scattered to numerous showers with thunderstorms affected the western interior and northwest sections of Puerto Rico. Another area of heavy showers affected the east section of Puerto Rico. Rainfall amounts were between three to five inches in San Sebastian, and Aguada and up to three inches were observed in Rio Grande.",A car was stranded due to urban flooding at road PR-967.,CSV
201704,16,1818,201704,16,2030,114799,688557,PUERTO RICO,99,2017,April,Flood,C,59,GUAYANILLA,SJU,16-APR-17 18:18:00,AST-4,16-APR-17 20:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.17,ENE,GUAYANILLA,.72,ESE,GUAYANILLA,18.0383,-66.7644,18.0179,-66.7547,Moist and unstable weather conditions prevailed across the region. The focus of showers and thunderstorms development was along Cordillera Central of PR.,Rio Guayanilla was reported out of its banks at Barrio Quebrada Honda.,CSV
201704,16,1957,201704,16,2000,114799,695344,PUERTO RICO,99,2017,April,Flood,C,103,NAGUABO,SJU,16-APR-17 19:57:00,AST-4,16-APR-17 20:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.99,W,NAGUABO,3.3,W,NAGUABO,18.2151,-65.7752,18.2139,-65.7733,Moist and unstable weather conditions prevailed across the region. The focus of showers and thunderstorms development was along Cordillera Central of PR.,Rio Blanco at exit 22 in the intersection between road PR-31 and PR-53 was reported flooded.,CSV
201704,16,1957,201704,16,2000,114799,695345,PUERTO RICO,99,2017,April,Flood,C,153,YAUCO,SJU,16-APR-17 19:57:00,AST-4,16-APR-17 20:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.98,S,YAUCO,2.75,S,YAUCO,18.0271,-66.8453,18.0243,-66.8437,Moist and unstable weather conditions prevailed across the region. The focus of showers and thunderstorms development was along Cordillera Central of PR.,Quebrada Barranchin in Yauco was reported out of its banks on road PR-335.,CSV
201706,10,1258,201706,10,1645,117999,709377,PUERTO RICO,99,2017,June,Flood,C,139,TRUJILLO ALTO,SJU,10-JUN-17 12:58:00,AST-4,10-JUN-17 16:45:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,3.06,NNW,TRUJILLO ALTO,2.85,NNW,TRUJILLO ALTO,18.371,-66.0178,18.3717,-66.0169,"An upper-level low/TUTT over the northeast Carribbean combined with low to mid-level moisture to produce locally and diurnally induced shower activity across the region. With an east southeast flow, a line of showers developed downstream from El Yunque and affected the San Juan metro area during the late morning and afternoon hours.",Urban flooding was reported at PR Road 181 near Plaza Trujillo.,CSV
201707,13,2100,201707,14,15,119159,715760,PUERTO RICO,99,2017,July,Heavy Rain,C,103,NAGUABO,SJU,13-JUL-17 21:00:00,AST-4,14-JUL-17 00:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.05,SW,NAGUABO,.77,SSW,NAGUABO,18.2096,-65.7416,18.2093,-65.733,"A tropical wave interacting with an upper-level trough resulted in the development of showers and thunderstorms across the region. Due to the deep southeasterly wind flow, rounds of heavy showers affected Naguabo during the afternoon and evening hours.",Mudslide was reported in sector Brazo Seco along road  PR-927.,CSV
201707,13,2100,201707,14,15,119159,715755,PUERTO RICO,99,2017,July,Heavy Rain,C,103,NAGUABO,SJU,13-JUL-17 21:00:00,AST-4,14-JUL-17 00:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,6.34,W,NAGUABO,5.8,W,NAGUABO,18.23,-65.826,18.2162,-65.8183,"A tropical wave interacting with an upper-level trough resulted in the development of showers and thunderstorms across the region. Due to the deep southeasterly wind flow, rounds of heavy showers affected Naguabo during the afternoon and evening hours.",Mudslide was reported in Pena Pobre in Sector Cuesta El Pilon on road PR-31.,CSV
201707,13,2100,201707,14,15,119159,715762,PUERTO RICO,99,2017,July,Flash Flood,C,103,NAGUABO,SJU,13-JUL-17 21:00:00,AST-4,14-JUL-17 00:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.68,W,NAGUABO,3.86,W,NAGUABO,18.219,-65.7861,18.2178,-65.785,"A tropical wave interacting with an upper-level trough resulted in the development of showers and thunderstorms across the region. Due to the deep southeasterly wind flow, rounds of heavy showers affected Naguabo during the afternoon and evening hours.",Road PR-31 across from Rio Blanco Bakery was reported impassable.,CSV
201707,7,1340,201707,7,1900,119156,715609,PUERTO RICO,99,2017,July,Flood,C,127,SAN JUAN,SJU,07-JUL-17 13:40:00,AST-4,07-JUL-17 19:00:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,0,N,SAN JUAN,2.14,WSW,SAN JUAN,18.38,-66.05,18.371,-66.0647,"A tropical wave moving across the area, combined with daytime heating and orographic effects produced scattered to numerous showers with thunderstorms across the San Juan metropolitan area.",Flooding was reported on road PR-844 Km 1.1 Near San Juan Charlet after hotel Del Valle.,CSV
201707,11,1847,201707,11,1847,119158,715620,PUERTO RICO,99,2017,July,Funnel Cloud,C,71,ISABELA,SJU,11-JUL-17 18:47:00,AST-4,11-JUL-17 18:47:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,0,N,ISABELA,3.95,E,ISABELA,18.45,-67,18.45,-66.9397,Locally and diurnal effects combined with plenty of moisture in the low to mid-level to produce showers and thunderstorms across northwest PR.,A funnel cloud was reported a few miles north of Isabela and Quebradillas. The funnel cloud was seen from Guajataca Lake.,CSV
201707,13,2100,201707,14,15,119159,715791,PUERTO RICO,99,2017,July,Flash Flood,C,103,NAGUABO,SJU,13-JUL-17 21:00:00,AST-4,14-JUL-17 00:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.35,S,NAGUABO,1.48,S,NAGUABO,18.2008,-65.7268,18.199,-65.727,"A tropical wave interacting with an upper-level trough resulted in the development of showers and thunderstorms across the region. Due to the deep southeasterly wind flow, rounds of heavy showers affected Naguabo during the afternoon and evening hours.",Road PR-192 near Flanes Caribbean Snacks Factory was reported impassable.,CSV
201707,13,2100,201707,14,15,119159,715793,PUERTO RICO,99,2017,July,Flash Flood,C,103,NAGUABO,SJU,13-JUL-17 21:00:00,AST-4,14-JUL-17 00:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,.35,SSW,NAGUABO,.52,SSW,NAGUABO,18.2152,-65.7315,18.2147,-65.7322,"A tropical wave interacting with an upper-level trough resulted in the development of showers and thunderstorms across the region. Due to the deep southeasterly wind flow, rounds of heavy showers affected Naguabo during the afternoon and evening hours.",PR-31 near exit 22 was reported impassable.,CSV
